source,league_code,league,country,season,time_utc,home_team,away_team,score_home,score_away,score_ht_home,score_ht_away,result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,referee,pinnacle_home,pinnacle_draw,pinnacle_away,pinnacle_over25,pinnacle_under25,pinnacle_ahh,pinnacle_aha,b365_home,b365_draw,b365_away,max_home,max_draw,max_away,max_over25,max_under25
football-data.co.uk,N1,Ередивізі,НІДЕРЛАНДИ,2022-2023,2022-08-05 19:00,Heerenveen,Sparta Rotterdam,0,0,0,0,D,11,13,2,1,3,6,5,8,1,1,0,0,,1.95,3.57,4.24,2.02,1.87,1.86,2.05,1.8,3.6,4.33,1.95,3.72,4.58,2.04,1.9
football-data.co.uk,N1,Ередивізі,НІДЕРЛАНДИ,2022-2023,2022-08-06 15:30,For Sittard,Ajax,2,3,1,0,A,13,15,2,4,3,10,15,12,3,0,0,0,,11.26,7.35,1.23,1.36,3.27,2.01,1.88,9.5,5.75,1.25,11.5,7.1,1.27,1.38,3.74
football-data.co.uk,N1,Ередивізі,НІДЕРЛАНДИ,2022-2023,2022-08-06 17:45,Cambuur,Excelsior,0,2,0,2,A,27,7,8,4,10,2,9,5,1,2,0,0,,1.94,4.01,3.77,1.63,2.39,1.93,1.98,1.9,4.2,3.5,1.94,4.28,3.86,1.51,2.79
football-data.co.uk,N1,Ередивізі,НІДЕРЛАНДИ,2022-2023,2022-08-06 19:00,PSV Eindhoven,FC Emmen,4,1,3,0,H,11,6,6,2,3,6,6,12,0,1,0,0,,1.23,7.13,12.09,1.5,2.67,1.97,1.92,1.2,8.0,12.0,1.21,8.58,17.0,1.52,2.72
football-data.co.uk,N1,Ередивізі,НІДЕРЛАНДИ,2022-2023,2022-08-06 20:00,Waalwijk,Utrecht,2,2,2,0,D,11,11,3,3,3,7,8,10,1,0,0,0,,3.74,3.86,1.99,1.81,2.07,2.02,1.89,3.6,3.8,1.9,4.09,3.91,1.98,1.84,2.11
football-data.co.uk,N1,Ередивізі,НІДЕРЛАНДИ,2022-2023,2022-08-07 11:15,Groningen,Volendam,2,2,2,1,D,18,11,6,3,7,4,7,11,0,1,0,0,,1.71,4.14,4.9,1.77,2.13,1.98,1.92,1.55,4.5,5.0,1.65,4.66,5.75,1.69,2.42
football-data.co.uk,N1,Ередивізі,НІДЕРЛАНДИ,2022-2023,2022-08-07 13:30,Nijmegen,Twente,0,1,0,0,A,11,13,4,2,6,9,9,9,1,1,0,0,,3.43,3.61,2.18,1.87,2.02,1.92,1.99,3.1,3.5,2.15,3.44,3.64,2.35,1.97,2.0
football-data.co.uk,N1,Ередивізі,НІДЕРЛАНДИ,2022-2023,2022-08-07 13:30,Vitesse,Feyenoord,2,5,1,2,A,9,16,3,8,5,6,9,12,2,1,0,0,,3.97,4.14,1.87,1.67,2.3,1.89,2.01,3.75,3.8,1.95,4.03,3.94,2.01,1.7,2.34
football-data.co.uk,N1,Ередивізі,НІДЕРЛАНДИ,2022-2023,2022-08-07 15:45,AZ Alkmaar,Go Ahead Eagles,2,0,0,0,H,19,8,8,2,7,3,8,11,1,1,0,0,,1.42,5.01,7.91,1.68,2.28,1.88,2.03,1.36,5.0,8.5,1.43,5.1,9.21,1.82,2.13
football-data.co.uk,N1,Ередивізі,НІДЕРЛАНДИ,2022-2023,2022-08-12 19:00,Excelsior,Vitesse,3,1,2,1,H,11,22,6,6,1,8,10,18,0,0,0,1,,3.63,4.11,1.96,1.61,2.43,2.1,1.81,3.8,4.0,1.8,4.05,4.39,1.93,1.57,2.75
football-data.co.uk,N1,Ередивізі,НІДЕРЛАНДИ,2022-2023,2022-08-13 17:45,Go Ahead Eagles,PSV Eindhoven,2,5,1,3,A,11,23,4,11,6,6,13,8,1,0,1,0,,8.03,5.49,1.38,1.59,2.46,1.83,2.09,7.0,4.33,1.5,7.51,4.9,1.51,1.59,2.61
