source,league_code,league,country,season,time_utc,home_team,away_team,score_home,score_away,score_ht_home,score_ht_away,result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,referee,pinnacle_home,pinnacle_draw,pinnacle_away,pinnacle_over25,pinnacle_under25,pinnacle_ahh,pinnacle_aha,b365_home,b365_draw,b365_away,max_home,max_draw,max_away,max_over25,max_under25
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-16 20:00,Man United,Fulham,1,0,0,0,H,14,10,5,2,7,8,12,10,2,3,0,0,R Jones,1.63,4.38,5.3,1.56,2.56,1.83,2.11,1.67,4.1,5.0,1.7,4.33,5.5,1.66,2.45
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-17 12:30,Ipswich,Liverpool,0,2,0,0,A,7,18,2,5,2,10,9,18,3,1,0,0,T Robinson,8.18,5.84,1.34,1.41,3.0,2.04,1.9,8.0,5.75,1.33,8.57,6.25,1.39,1.4,3.38
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-17 15:00,Arsenal,Wolves,2,0,1,0,H,18,9,6,3,8,2,17,14,2,2,0,0,J Gillett,1.16,8.56,16.22,1.46,2.79,2.0,1.9,1.14,8.5,15.0,1.17,9.4,21.0,1.45,3.0
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-17 15:00,Everton,Brighton,0,3,0,1,A,9,10,1,5,1,5,8,8,1,1,1,0,S Hooper,2.73,3.36,2.71,1.83,2.05,1.86,2.07,3.1,3.4,2.3,3.16,3.5,2.45,1.95,2.0
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-17 15:00,Newcastle,Southampton,1,0,1,0,H,3,19,1,4,3,12,15,16,2,4,1,0,C Pawson,1.35,5.7,8.25,1.4,3.09,1.88,2.06,1.4,5.0,7.0,1.44,5.75,8.0,1.46,3.05
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-17 15:00,Nott'm Forest,Bournemouth,1,1,1,0,D,14,13,8,4,2,6,17,8,1,3,0,0,M Oliver,2.47,3.42,2.97,1.79,2.11,1.94,1.98,2.2,3.4,3.25,2.38,3.55,3.37,1.93,2.04
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-17 17:30,West Ham,Aston Villa,1,2,1,1,A,14,15,3,3,5,3,18,11,1,2,0,0,T Harrington,2.49,3.65,2.8,1.59,2.46,1.85,2.09,2.4,3.5,2.8,2.56,3.6,2.91,1.73,2.32
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-18 14:00,Brentford,Crystal Palace,2,1,1,0,H,9,14,5,6,4,7,6,15,1,5,0,0,S Barrott,2.5,3.4,2.95,1.83,2.05,2.06,1.88,2.88,3.2,2.55,3.0,3.4,2.72,2.09,1.91
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-18 16:30,Chelsea,Man City,0,2,0,1,A,10,11,3,5,4,3,12,9,1,1,0,0,A Taylor,4.19,3.93,1.84,1.52,2.62,1.96,1.97,3.6,3.9,1.95,3.89,3.96,2.05,1.61,2.52
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-19 20:00,Leicester,Tottenham,1,1,0,1,D,7,15,3,7,2,13,11,12,1,1,0,0,C Kavanagh,5.09,4.39,1.63,1.53,2.61,2.02,1.91,4.5,4.2,1.7,4.9,4.4,1.74,1.57,2.62
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-24 12:30,Brighton,Man United,2,1,1,0,H,14,11,5,4,4,4,9,13,1,2,0,0,C Pawson,2.51,3.66,2.76,1.6,2.45,2.12,1.83,2.3,3.8,2.88,2.57,3.9,2.96,1.6,2.62
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-24 15:00,Crystal Palace,West Ham,0,2,0,0,A,14,18,2,3,3,3,9,17,1,1,0,0,R Jones,2.17,3.68,3.33,1.76,2.15,1.98,1.94,1.95,3.9,3.7,2.15,3.96,3.93,1.76,2.35
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-24 15:00,Fulham,Leicester,2,1,1,1,H,18,10,6,4,7,5,14,13,2,2,0,0,D Bond,1.84,3.67,4.56,1.9,1.99,1.88,2.04,1.85,3.75,4.1,1.91,3.9,4.7,1.95,2.1
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-24 15:00,Man City,Ipswich,4,1,3,1,H,14,1,5,1,10,1,4,15,2,3,0,0,M Salisbury,1.08,13.21,25.71,1.29,3.36,1.82,2.07,1.1,10.0,23.0,1.12,15.0,32.0,1.32,3.75
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-24 15:00,Southampton,Nott'm Forest,0,1,0,0,A,5,23,1,8,4,10,14,14,3,3,0,0,S Barrott,2.59,3.28,2.92,2.01,1.88,2.03,1.88,2.3,3.5,3.0,2.58,3.59,3.2,1.97,2.18
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-24 15:00,Tottenham,Everton,4,0,2,0,H,13,10,7,1,12,5,11,15,0,0,0,0,A Taylor,1.45,4.87,7.03,1.54,2.59,2.01,1.92,1.36,5.25,7.5,1.41,5.73,8.5,1.5,3.12
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-24 17:30,Aston Villa,Arsenal,0,2,0,0,A,11,9,3,4,4,1,8,15,1,3,0,0,M Oliver,4.55,3.98,1.77,1.75,2.15,1.98,1.94,4.5,4.0,1.73,4.85,4.16,1.78,1.76,2.27
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-25 14:00,Bournemouth,Newcastle,1,1,1,0,D,16,14,4,5,8,9,19,8,2,2,0,0,D Coote,3.05,3.73,2.28,1.61,2.43,1.94,1.98,2.55,3.6,2.6,2.68,3.75,2.74,1.66,2.55
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-25 14:00,Wolves,Chelsea,2,6,2,2,A,12,14,4,8,5,5,13,13,2,3,0,0,D England,4.46,4.03,1.78,1.65,2.33,1.99,1.93,3.75,3.8,1.9,4.1,3.99,1.93,1.69,2.47
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-25 16:30,Liverpool,Brentford,2,0,1,0,H,19,8,8,2,9,4,10,7,2,3,0,0,S Attwell,1.25,7.05,10.11,1.36,3.23,2.07,1.85,1.2,7.0,13.0,1.25,7.75,13.5,1.34,3.55
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-31 12:30,Arsenal,Brighton,1,1,1,0,D,11,22,7,4,3,7,12,7,3,2,1,0,C Kavanagh,1.34,5.87,8.1,1.54,2.59,2.09,1.85,1.36,5.25,7.5,1.4,5.6,8.6,1.58,2.63
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-31 15:00,Brentford,Southampton,3,1,1,0,H,20,18,7,6,2,8,10,7,2,1,0,0,J Smith,1.79,3.9,4.51,1.74,2.18,2.09,1.84,1.8,3.9,4.33,1.83,3.95,4.59,1.85,2.12
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-31 15:00,Everton,Bournemouth,2,3,0,0,A,18,17,8,7,8,4,6,1,2,1,0,0,S Attwell,2.82,3.38,2.62,1.93,1.96,1.87,2.06,3.0,3.4,2.35,3.14,3.55,2.52,1.9,2.06
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-31 15:00,Ipswich,Fulham,1,1,1,1,D,11,9,4,4,8,6,15,15,2,3,0,0,L Smith,3.14,3.53,2.32,1.83,2.06,1.83,2.11,3.0,3.4,2.38,3.2,3.5,2.45,1.96,2.0
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-31 15:00,Leicester,Aston Villa,1,2,0,1,A,9,10,3,5,1,4,13,21,4,5,0,0,D Coote,4.8,4.09,1.71,1.68,2.27,2.0,1.93,4.0,3.7,1.85,4.2,3.88,1.95,1.82,2.14
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-31 15:00,Nott'm Forest,Wolves,1,1,1,1,D,16,11,5,3,7,3,15,18,3,4,0,0,S Hooper,2.02,3.7,3.71,1.85,2.04,2.01,1.92,1.95,3.6,3.7,2.05,3.7,3.88,1.91,2.01
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-08-31 17:30,West Ham,Man City,1,3,1,2,A,10,23,2,8,3,11,10,3,3,2,0,0,M Oliver,7.69,5.64,1.37,1.49,2.72,1.99,1.93,7.5,5.0,1.4,8.11,5.4,1.46,1.58,2.73
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-01 13:30,Chelsea,Crystal Palace,1,1,1,0,D,13,9,7,3,4,5,9,13,4,2,0,0,J Gillett,1.63,4.4,5.06,1.53,2.61,1.85,2.08,1.65,4.33,4.75,1.69,4.51,5.1,1.57,2.62
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-01 13:30,Newcastle,Tottenham,2,1,1,0,H,9,20,3,6,7,12,16,13,4,4,0,0,R Jones,2.5,3.96,2.62,1.41,3.04,1.92,2.01,2.45,3.9,2.55,2.6,4.0,2.79,1.42,3.14
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-01 16:00,Man United,Liverpool,0,3,0,2,A,8,11,3,3,5,2,7,7,4,1,0,0,A Taylor,3.93,4.31,1.82,1.44,2.89,1.92,2.01,3.5,4.1,1.91,3.76,4.19,2.0,1.52,2.87
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-14 12:30,Southampton,Man United,0,3,0,2,A,6,20,4,10,0,7,11,14,1,4,1,0,S Attwell,4.5,4.13,1.74,1.6,2.41,1.88,2.06,4.0,4.1,1.8,4.5,4.17,1.88,1.6,2.56
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-14 15:00,Brighton,Ipswich,0,0,0,0,D,21,6,6,1,9,2,14,16,4,3,0,0,S Barrott,1.38,5.13,8.05,1.56,2.49,1.89,2.04,1.45,4.75,6.5,1.54,4.9,7.0,1.68,2.41
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-14 15:00,Crystal Palace,Leicester,2,2,0,1,D,20,9,4,4,5,2,11,15,0,3,0,0,T Harrington,1.62,4.13,5.48,1.76,2.11,1.87,2.07,1.65,3.9,5.25,1.7,4.1,5.5,1.92,2.05
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-14 15:00,Fulham,West Ham,1,1,1,0,D,21,11,5,3,3,2,15,18,2,3,0,0,T Robinson,2.4,3.53,2.97,1.72,2.18,2.04,1.89,2.25,3.3,3.2,2.39,3.45,3.29,1.9,2.1
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-14 15:00,Liverpool,Nott'm Forest,0,1,0,0,A,14,5,5,3,7,2,15,6,4,4,0,0,M Oliver,1.21,7.23,12.71,1.41,2.95,1.85,2.07,1.25,6.25,11.0,1.27,7.3,13.0,1.44,3.06
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-14 15:00,Man City,Brentford,2,1,2,1,H,18,8,7,5,12,3,9,3,3,1,0,0,D Bond,1.17,8.43,14.62,1.36,3.17,2.09,1.81,1.17,8.0,15.0,1.22,8.3,16.1,1.45,3.14
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-14 17:30,Aston Villa,Everton,3,2,1,2,H,17,6,8,2,6,2,10,12,1,4,0,0,C Pawson,1.51,4.45,6.48,1.69,2.23,1.87,2.06,1.67,3.75,5.25,1.72,4.2,5.64,1.84,2.21
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-14 20:00,Bournemouth,Chelsea,0,1,0,0,A,19,10,7,3,6,3,16,9,6,8,0,0,A Taylor,3.32,3.97,2.06,1.46,2.81,1.97,1.95,3.1,3.6,2.2,3.36,4.0,2.28,1.52,2.98
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-15 14:00,Tottenham,Arsenal,0,1,0,0,A,15,7,5,4,7,6,13,10,5,3,0,0,J Gillett,3.03,3.62,2.32,1.59,2.44,2.01,1.89,2.7,3.4,2.6,3.0,3.75,2.63,1.68,2.45
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-15 16:30,Wolves,Newcastle,1,2,1,0,A,12,14,5,6,4,7,17,6,3,3,0,0,C Kavanagh,3.41,3.71,2.1,1.57,2.49,1.85,2.08,3.6,3.5,2.05,4.03,3.8,2.1,1.68,2.39
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-21 12:30,West Ham,Chelsea,0,3,0,2,A,15,12,7,5,6,5,17,9,5,2,0,0,S Barrott,3.59,3.93,1.99,1.53,2.6,1.9,2.02,3.5,3.9,1.95,3.81,4.05,2.06,1.56,2.66
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-21 15:00,Aston Villa,Wolves,3,1,0,1,H,9,10,4,4,6,5,11,16,3,6,0,0,T Robinson,1.59,4.47,5.44,1.58,2.47,1.85,2.08,1.65,4.0,4.75,1.69,4.5,5.5,1.68,2.41
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-21 15:00,Fulham,Newcastle,3,1,2,0,H,22,15,11,4,6,0,16,8,6,0,0,0,P Bankes,2.89,3.54,2.47,1.71,2.22,1.85,2.09,2.9,3.4,2.4,3.11,3.61,2.6,1.71,2.3
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-21 15:00,Leicester,Everton,1,1,0,1,D,12,16,2,5,6,1,11,12,1,2,0,0,D England,2.54,3.43,2.88,1.9,1.99,1.81,2.11,2.1,3.5,3.5,2.15,3.6,3.76,1.86,2.2
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-21 15:00,Liverpool,Bournemouth,3,0,3,0,H,19,19,13,6,3,9,10,12,1,4,0,0,T Harrington,1.28,6.36,9.45,1.36,3.2,1.87,2.04,1.25,6.5,10.0,1.29,7.1,11.0,1.35,3.7
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-21 15:00,Southampton,Ipswich,1,1,1,0,D,11,13,3,6,2,10,16,16,4,4,0,0,S Allison,2.27,3.5,3.24,1.8,2.09,2.09,1.85,2.45,3.4,2.88,2.49,3.53,3.06,1.9,2.13
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-21 15:00,Tottenham,Brentford,3,1,2,1,H,23,6,10,6,9,4,11,9,3,1,0,0,J Brooks,1.55,4.77,5.48,1.44,2.89,2.01,1.91,1.48,5.0,6.0,1.5,5.33,6.5,1.45,3.2
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-21 17:30,Crystal Palace,Man United,0,0,0,0,D,9,15,4,6,4,11,7,12,3,1,0,0,D Coote,2.92,3.76,2.35,1.62,2.41,1.74,2.21,2.75,3.5,2.45,3.0,3.8,2.53,1.71,2.37
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-22 14:00,Brighton,Nott'm Forest,2,2,2,1,D,14,4,3,3,9,1,12,11,3,4,0,1,R Jones,1.79,3.91,4.51,1.85,2.04,2.09,1.83,1.8,3.7,4.33,1.89,3.85,4.63,1.99,2.12
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-22 16:30,Man City,Arsenal,2,2,1,2,D,33,5,11,3,8,2,7,10,3,4,0,1,M Oliver,1.85,3.66,4.54,2.05,1.85,2.06,1.87,1.75,3.5,5.0,1.83,3.75,5.37,2.07,1.9
football-data.co.uk,E0,Прем'єр-ліга,АНГЛІЯ,2024-2025,2024-09-28 12:30,Newcastle,Man City,1,1,0,1,D,11,16,4,6,5,6,14,10,4,4,0,0,J Gillett,5.18,4.54,1.6,1.5,2.67,2.04,1.88,4.75,4.1,1.67,5.5,4.35,1.7,1.63,2.49
