source,league_code,league,country,season,time_utc,home_team,away_team,score_home,score_away,score_ht_home,score_ht_away,result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,referee,pinnacle_home,pinnacle_draw,pinnacle_away,pinnacle_over25,pinnacle_under25,pinnacle_ahh,pinnacle_aha,b365_home,b365_draw,b365_away,max_home,max_draw,max_away,max_over25,max_under25
football-data.co.uk,B1,Ліга A,БЕЛЬГІЯ,2022-2023,2022-07-22 19:45,Standard,Gent,2,2,1,0,D,7,25,3,9,2,12,14,13,5,2,1,0,,4.27,3.67,1.89,2.0,1.87,1.99,1.9,4.0,3.5,1.9,5.0,3.75,1.95,2.1,1.95
football-data.co.uk,B1,Ліга A,БЕЛЬГІЯ,2022-2023,2022-07-23 15:00,Charleroi,Eupen,3,1,1,0,H,12,8,5,7,2,1,10,12,2,1,0,0,,1.68,4.35,4.69,1.65,2.31,1.83,2.07,1.61,3.75,4.75,1.74,4.31,5.01,1.66,2.38
football-data.co.uk,B1,Ліга A,БЕЛЬГІЯ,2022-2023,2022-07-23 17:15,Kortrijk,Oud-Heverlee Leuven,0,2,0,0,A,15,19,2,6,6,4,14,13,3,0,0,0,,2.47,3.65,2.81,1.67,2.28,2.07,1.83,2.3,3.1,3.0,2.56,3.66,3.06,1.8,2.35
football-data.co.uk,B1,Ліга A,БЕЛЬГІЯ,2022-2023,2022-07-23 17:15,Waregem,Seraing,2,0,0,0,H,18,2,8,0,7,0,14,17,1,1,0,0,,2.2,3.83,3.14,1.8,2.07,1.96,1.93,1.9,3.5,3.6,2.1,3.8,4.13,1.93,2.05
football-data.co.uk,B1,Ліга A,БЕЛЬГІЯ,2022-2023,2022-07-23 19:45,St Truiden,St. Gilloise,1,1,1,0,D,11,14,3,3,0,5,9,11,1,4,0,0,,4.13,3.62,1.93,2.06,1.82,1.94,1.94,3.3,2.8,2.3,4.0,3.34,2.38,2.35,1.94
football-data.co.uk,B1,Ліга A,БЕЛЬГІЯ,2022-2023,2022-07-24 12:30,Club Brugge,Genk,3,2,1,1,H,15,16,5,10,4,3,7,17,1,2,0,0,,1.76,4.33,4.2,1.47,2.74,1.92,1.97,1.95,3.5,3.6,2.02,4.1,4.3,1.68,2.47
football-data.co.uk,B1,Ліга A,БЕЛЬГІЯ,2022-2023,2022-07-24 15:00,Mechelen,Antwerp,0,2,0,2,A,13,9,2,3,6,2,10,9,1,1,0,0,,2.63,3.77,2.51,1.59,2.39,1.81,2.11,2.87,3.1,2.3,3.08,3.7,2.51,1.82,2.21
football-data.co.uk,B1,Ліга A,БЕЛЬГІЯ,2022-2023,2022-07-24 17:30,Anderlecht,Oostende,2,0,1,0,H,13,8,3,1,7,5,9,8,0,4,0,1,,1.3,5.79,8.87,1.54,2.48,1.98,1.91,1.33,5.25,8.5,1.35,5.9,9.45,1.58,2.7
football-data.co.uk,B1,Ліга A,БЕЛЬГІЯ,2022-2023,2022-07-24 20:00,Westerlo,Cercle Brugge,2,0,1,0,H,18,4,8,0,3,4,12,20,1,5,0,1,,2.61,3.39,2.74,1.92,1.92,2.08,1.83,2.37,3.1,3.1,2.55,3.56,3.13,2.13,1.93
football-data.co.uk,B1,Ліга A,БЕЛЬГІЯ,2022-2023,2022-07-29 19:45,St. Gilloise,Charleroi,1,0,0,0,H,16,5,6,4,8,4,11,5,2,1,0,0,,1.68,3.96,5.24,1.77,2.12,1.83,2.07,1.65,4.0,5.0,1.8,4.1,5.45,1.76,2.3
football-data.co.uk,B1,Ліга A,БЕЛЬГІЯ,2022-2023,2022-07-30 15:00,Cercle Brugge,Anderlecht,1,0,0,0,H,13,5,5,0,8,1,11,15,0,5,0,1,,3.81,3.68,2.0,1.79,2.08,1.93,1.95,3.0,3.2,2.2,3.8,3.55,2.34,1.97,2.02
