source,league_code,league,country,season,time_utc,home_team,away_team,score_home,score_away,score_ht_home,score_ht_away,result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,referee,pinnacle_home,pinnacle_draw,pinnacle_away,pinnacle_over25,pinnacle_under25,pinnacle_ahh,pinnacle_aha,b365_home,b365_draw,b365_away,max_home,max_draw,max_away,max_over25,max_under25
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2024-2025,2024-08-16 19:45,Le Havre,Paris SG,1,4,0,1,A,5,14,2,9,2,8,9,9,3,0,0,0,,7.84,4.94,1.42,1.65,2.36,1.95,1.97,7.0,4.75,1.42,7.8,5.0,1.46,1.75,2.3
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2024-2025,2024-08-17 16:00,Brest,Marseille,1,5,1,3,A,7,7,5,5,5,0,10,8,4,1,0,0,,2.96,3.37,2.51,1.88,2.0,1.91,2.02,3.25,3.2,2.3,3.4,3.45,2.42,2.14,1.89
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2024-2025,2024-08-17 18:00,Reims,Lille,0,2,0,1,A,2,21,0,6,0,8,6,13,2,2,1,0,,3.36,3.38,2.27,1.97,1.92,2.14,1.81,3.0,3.2,2.45,3.03,3.4,2.66,2.21,1.86
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2024-2025,2024-08-17 20:00,Monaco,St Etienne,1,0,1,0,H,13,7,6,4,5,4,13,14,1,1,0,0,,1.51,4.64,6.26,1.59,2.45,2.0,1.93,1.36,5.25,7.5,1.4,5.7,8.75,1.48,2.91
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2024-2025,2024-08-18 14:00,Auxerre,Nice,2,1,1,1,H,16,9,7,2,3,5,11,17,0,0,0,0,,3.22,3.18,2.45,2.23,1.71,1.82,2.13,2.88,3.4,2.4,3.06,3.49,2.57,2.11,2.0
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2024-2025,2024-08-18 16:00,Angers,Lens,0,1,0,1,A,4,10,3,5,7,3,6,10,1,0,0,0,,5.66,3.96,1.65,1.9,1.99,1.94,1.98,7.0,3.75,1.55,7.42,4.1,1.61,2.2,1.93
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2024-2025,2024-08-18 16:00,Montpellier,Strasbourg,1,1,0,0,D,7,11,5,4,6,4,20,18,4,3,0,0,,2.12,3.35,3.8,2.0,1.89,1.83,2.11,2.0,3.5,3.5,2.12,3.65,3.81,1.85,2.23
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2024-2025,2024-08-18 16:00,Toulouse,Nantes,0,0,0,0,D,7,6,3,2,10,5,10,8,1,3,0,0,,2.11,3.29,3.92,2.28,1.68,1.82,2.12,2.1,3.4,3.6,2.13,3.43,4.1,2.25,1.79
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2024-2025,2024-08-18 19:45,Rennes,Lyon,3,0,2,0,H,22,16,8,2,7,7,13,12,2,1,0,0,,2.47,3.38,3.01,1.86,2.04,2.03,1.9,2.25,3.4,3.1,2.44,3.58,3.21,1.97,2.03
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2024-2025,2024-08-23 19:45,Paris SG,Montpellier,6,0,2,0,H,21,6,10,3,10,2,9,16,1,4,0,0,,1.25,6.94,10.85,1.33,3.43,2.04,1.88,1.22,7.0,11.0,1.24,7.25,12.5,1.36,3.55
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2024-2025,2024-08-24 16:00,Lyon,Monaco,0,2,0,0,A,2,15,1,4,0,6,10,7,0,0,0,1,,2.62,3.73,2.61,1.53,2.6,2.08,1.85,2.63,3.8,2.45,2.85,3.87,2.61,1.54,2.69
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2024-2025,2024-08-24 18:00,Lille,Angers,2,0,1,0,H,11,5,6,2,3,2,9,17,1,2,0,0,,1.33,4.72,8.77,1.96,1.84,1.88,2.05,1.33,4.75,9.5,1.39,5.3,11.0,2.08,2.0
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2024-2025,2024-08-24 20:00,St Etienne,Le Havre,0,2,0,0,A,18,14,5,5,2,4,11,9,3,3,0,0,,2.11,3.45,3.71,2.15,1.76,2.05,1.88,1.95,3.4,3.9,2.11,3.45,4.2,2.38,1.73
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2024-2025,2024-08-25 14:00,Lens,Brest,2,0,2,0,H,22,10,11,2,5,2,8,6,0,0,1,0,,1.81,3.71,4.69,2.02,1.87,1.91,2.01,1.85,3.5,4.33,1.93,3.6,4.6,2.16,1.84
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2024-2025,2024-08-25 16:00,Nantes,Auxerre,2,0,1,0,H,8,10,6,3,3,12,9,6,0,0,0,1,,2.25,3.22,3.22,2.06,1.74,1.91,2.02,2.55,3.3,2.75,2.66,3.47,3.32,2.02,1.93
