source,league_code,league,country,season,time_utc,home_team,away_team,score_home,score_away,score_ht_home,score_ht_away,result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,referee,pinnacle_home,pinnacle_draw,pinnacle_away,pinnacle_over25,pinnacle_under25,pinnacle_ahh,pinnacle_aha,b365_home,b365_draw,b365_away,max_home,max_draw,max_away,max_over25,max_under25
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2022-2023,2022-08-05 20:00,Lyon,Ajaccio,2,1,2,1,H,11,8,6,4,4,3,10,18,1,6,1,1,,1.33,5.53,10.75,1.7,2.26,2.12,1.81,1.33,5.0,8.5,1.38,5.7,10.0,1.72,2.47
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2022-2023,2022-08-06 16:00,Strasbourg,Monaco,1,2,0,1,A,11,24,7,11,3,7,18,15,0,2,0,0,,2.64,3.4,2.86,2.07,1.85,2.07,1.87,2.3,3.2,3.2,2.62,3.52,3.28,2.22,1.98
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2022-2023,2022-08-06 20:00,Clermont,Paris SG,0,5,0,3,A,7,18,1,12,0,6,13,13,2,1,0,0,,9.88,6.81,1.28,1.41,3.04,1.93,1.98,13.0,7.0,1.2,14.5,7.4,1.29,1.47,3.0
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2022-2023,2022-08-07 12:00,Toulouse,Nice,1,1,1,0,D,6,11,4,4,6,3,10,8,1,2,0,0,,2.93,3.43,2.57,1.89,2.01,1.81,2.14,2.5,3.25,2.87,2.68,3.44,3.04,2.04,1.94
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2022-2023,2022-08-07 14:00,Angers,Nantes,0,0,0,0,D,16,14,6,4,3,6,15,13,3,3,0,0,,2.82,3.29,2.75,2.23,1.72,1.83,2.09,3.0,3.25,2.37,3.29,3.35,2.5,2.24,1.76
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2022-2023,2022-08-07 14:00,Lens,Brest,3,2,1,0,H,17,6,7,4,6,3,16,14,2,4,0,0,,1.6,4.6,5.51,1.69,2.28,2.1,1.83,1.6,4.2,5.25,1.65,4.3,5.9,1.9,2.12
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2022-2023,2022-08-07 14:00,Lille,Auxerre,4,1,3,0,H,16,10,7,2,7,2,10,9,2,1,0,0,,1.73,4.05,5.04,1.85,2.07,1.8,2.13,1.6,4.2,5.25,1.69,4.29,6.0,1.99,2.0
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2022-2023,2022-08-07 14:00,Montpellier,Troyes,3,2,2,2,H,17,15,6,10,3,6,13,10,1,0,0,0,,2.21,3.53,3.49,1.96,1.94,1.91,2.02,2.15,3.2,3.6,2.25,3.3,4.04,2.33,1.72
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2022-2023,2022-08-07 16:05,Rennes,Lorient,0,1,0,0,A,21,8,6,2,7,2,11,5,3,1,0,0,,1.36,5.56,9.19,1.65,2.37,2.15,1.79,1.5,4.75,6.0,1.53,5.0,7.82,1.9,2.17
football-data.co.uk,F1,Ліга 1,ФРАНЦІЯ,2022-2023,2022-08-07 19:45,Marseille,Reims,4,1,2,0,H,16,16,6,6,6,7,14,10,2,0,0,0,,1.61,4.1,6.32,1.99,1.92,2.15,1.79,1.61,3.8,5.25,1.68,4.34,6.2,2.06,1.98
