source,league_code,league,country,season,time_utc,home_team,away_team,score_home,score_away,score_ht_home,score_ht_away,result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,referee,pinnacle_home,pinnacle_draw,pinnacle_away,pinnacle_over25,pinnacle_under25,pinnacle_ahh,pinnacle_aha,b365_home,b365_draw,b365_away,max_home,max_draw,max_away,max_over25,max_under25
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-06 20:15,Sp Lisbon,Vizela,3,0,0,0,H,15,6,5,1,3,5,9,16,1,3,0,0,,1.27,6.14,12.01,1.79,2.11,2.01,1.88,1.22,5.75,12.0,1.31,6.68,14.6,1.68,2.42
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-07 12:45,Arouca,Estoril,0,2,0,1,A,11,12,3,6,3,2,14,13,1,3,0,0,,2.27,3.36,3.44,2.36,1.64,1.97,1.93,2.25,3.1,3.5,2.42,3.17,3.84,2.78,1.53
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-07 18:00,Moreirense,Benfica,1,2,1,2,A,8,9,3,6,0,6,20,18,4,4,0,1,,6.9,4.8,1.47,1.68,2.27,1.93,1.97,9.0,4.5,1.36,10.2,5.2,1.48,1.77,2.28
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-07 20:30,Maritimo,Sp Braga,0,2,0,0,A,7,12,0,5,3,6,23,12,3,3,0,0,,4.53,3.72,1.83,1.89,1.99,2.1,1.83,5.0,3.5,1.75,5.13,3.6,1.9,2.4,1.72
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-08 15:30,Guimaraes,Portimonense,0,1,0,0,A,18,7,3,1,10,5,15,12,2,3,0,0,,2.07,3.26,4.08,2.23,1.69,1.98,1.93,1.95,3.25,4.5,2.02,3.4,4.61,2.4,1.7
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-08 15:30,Tondela,Santa Clara,3,0,1,0,H,10,23,5,5,3,5,18,12,1,3,0,0,,3.19,3.21,2.45,2.2,1.71,1.85,2.07,3.3,3.1,2.3,3.39,3.2,2.55,2.37,1.75
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-08 18:00,Porto,Belenenses,2,0,1,0,H,21,7,7,3,8,3,11,15,2,3,0,0,,1.22,6.77,12.92,1.57,2.46,1.84,2.05,1.2,6.0,13.0,1.22,8.72,19.41,1.57,2.72
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-08 20:30,Pacos Ferreira,Famalicao,2,0,0,0,H,20,10,3,2,6,3,33,20,2,4,0,0,,2.49,3.17,3.17,2.4,1.61,1.79,2.14,2.45,3.25,2.8,2.69,3.38,3.13,2.92,1.52
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-09 20:15,Gil Vicente,Boavista,3,0,2,0,H,9,13,6,5,1,5,21,10,3,3,0,0,,2.17,3.2,3.82,2.47,1.58,1.92,1.99,1.85,3.25,4.75,1.95,3.34,5.1,2.69,1.58
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-13 20:15,Estoril,Guimaraes,0,0,0,0,D,7,12,1,2,4,9,15,14,1,4,0,1,,2.99,3.13,2.68,2.27,1.68,1.83,2.1,2.9,3.2,2.3,3.3,3.39,2.5,2.3,1.76
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-14 15:30,Vizela,Tondela,2,1,0,1,H,20,8,6,2,11,4,18,11,2,3,0,0,,2.38,3.29,3.24,2.27,1.67,2.06,1.85,2.25,3.2,3.25,2.6,3.55,3.36,2.2,2.01
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-14 18:00,Benfica,Arouca,2,0,2,0,H,17,3,5,1,4,2,17,2,1,0,0,1,,1.17,7.41,18.93,1.6,2.4,1.9,1.98,1.22,6.0,13.0,1.25,7.0,16.54,1.64,2.44
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-14 20:30,Sp Braga,Sp Lisbon,1,2,0,1,A,16,5,6,3,6,5,18,14,3,4,0,1,,3.59,3.24,2.24,2.11,1.78,1.81,2.13,2.87,3.4,2.4,3.2,3.51,2.51,2.31,1.74
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-15 15:30,Portimonense,Gil Vicente,0,1,0,0,A,18,7,5,4,5,4,11,18,3,2,0,0,,2.49,3.09,3.25,2.52,1.56,2.09,1.83,2.37,3.0,3.3,2.66,3.14,3.36,2.6,1.57
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-15 18:00,Famalicao,Porto,1,2,0,2,A,7,12,1,4,3,2,16,14,3,1,0,0,,8.74,5.05,1.38,1.71,2.2,2.01,1.89,9.0,4.5,1.36,10.3,5.25,1.42,1.78,2.28
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-15 20:30,Santa Clara,Moreirense,2,2,0,0,D,17,10,4,4,5,4,13,21,5,4,0,1,,2.48,3.17,3.19,2.37,1.63,2.02,1.88,1.95,3.2,4.0,2.21,3.38,4.26,2.35,1.69
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-16 19:00,Boavista,Pacos Ferreira,3,0,1,0,H,8,17,4,5,2,8,16,15,3,2,0,0,,2.79,3.01,2.92,2.52,1.56,1.72,2.24,2.8,3.0,2.45,3.31,3.19,2.69,2.62,1.61
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-16 21:15,Belenenses,Maritimo,1,2,1,2,A,5,13,2,4,3,4,22,21,4,5,0,0,,2.59,2.93,3.27,2.76,1.48,1.82,2.1,2.55,3.0,2.9,2.74,3.11,3.25,3.24,1.47
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-20 19:00,Arouca,Famalicao,2,1,0,1,H,22,10,6,5,10,9,18,22,4,4,0,0,,3.0,3.16,2.65,2.37,1.64,2.0,1.91,2.75,3.1,2.7,3.1,3.25,2.77,2.66,1.7
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-20 21:15,Moreirense,Sp Braga,2,3,0,2,A,13,16,5,7,6,0,14,10,4,2,0,0,,5.53,3.68,1.73,2.02,1.87,1.98,1.93,5.0,4.0,1.61,5.64,4.15,1.78,2.01,1.97
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-21 18:00,Gil Vicente,Benfica,0,2,0,0,A,5,21,2,7,3,9,7,13,3,2,0,0,,5.69,4.22,1.6,1.89,1.98,1.99,1.91,5.0,3.8,1.65,5.75,4.0,1.71,2.03,1.97
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-21 20:30,Sp Lisbon,Belenenses,2,0,1,0,H,26,3,7,0,10,0,15,12,2,2,0,1,,1.18,6.99,19.61,1.69,2.21,1.85,2.05,1.2,6.0,15.0,1.23,6.91,18.2,1.7,2.39
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-22 15:30,Tondela,Portimonense,0,3,0,2,A,11,7,3,5,6,5,14,18,4,4,0,0,,2.93,2.95,2.83,2.23,1.7,1.97,1.93,2.62,3.0,2.6,3.0,3.21,2.78,2.26,1.81
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-22 18:00,Maritimo,Porto,1,1,1,1,D,5,16,1,5,3,4,21,18,4,1,0,0,,9.07,4.69,1.4,1.85,2.03,1.78,2.14,8.5,4.2,1.44,9.71,4.5,1.47,2.2,1.89
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-22 20:30,Guimaraes,Vizela,4,0,0,0,H,20,4,8,2,8,2,15,17,4,4,0,0,,1.7,3.72,5.55,2.14,1.75,1.93,1.97,1.85,3.3,4.33,1.96,3.68,4.9,2.08,1.91
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-23 19:00,Pacos Ferreira,Estoril,1,3,1,1,A,10,14,2,4,5,4,24,12,3,3,0,0,,2.23,3.22,3.64,2.48,1.57,1.93,1.97,2.1,3.1,3.5,2.34,3.47,3.83,2.58,1.61
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-23 21:15,Boavista,Santa Clara,2,0,1,0,H,9,11,4,2,5,5,16,12,3,3,0,0,,2.37,3.33,3.21,2.33,1.64,1.82,2.11,2.5,3.0,2.9,2.72,3.14,3.26,2.7,1.59
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-27 19:00,Belenenses,Moreirense,1,1,1,0,D,4,18,1,6,3,11,12,13,5,4,1,0,,3.4,3.37,2.29,2.39,1.63,1.99,1.91,3.6,3.2,2.1,3.72,3.32,2.45,2.57,1.63
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-27 21:15,Estoril,Maritimo,2,1,1,1,H,9,7,3,2,1,4,21,24,7,6,0,0,,2.14,3.19,4.03,2.75,1.49,1.93,1.98,2.1,3.1,3.75,2.29,3.27,4.11,2.86,1.56
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-28 15:30,Vizela,Boavista,1,1,0,0,D,16,5,4,1,11,2,17,10,3,3,0,0,,2.89,3.32,2.59,2.08,1.79,2.13,1.8,2.37,3.1,3.0,2.67,3.38,3.22,2.22,1.79
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-28 18:00,Porto,Arouca,3,0,2,0,H,15,8,4,1,4,5,16,14,4,3,0,0,,1.17,7.47,18.95,1.63,2.34,1.97,1.92,1.16,7.0,15.0,1.2,8.3,19.0,1.5,2.9
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-28 20:30,Famalicao,Sp Lisbon,1,1,0,0,D,14,15,5,5,2,9,12,17,4,5,0,0,,7.33,4.23,1.5,1.89,1.98,1.91,2.0,6.5,4.0,1.53,7.48,4.2,1.57,2.1,1.93
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-29 18:00,Benfica,Tondela,2,1,0,1,H,20,3,8,2,11,0,11,19,2,3,0,0,,1.18,7.21,17.31,1.55,2.53,1.85,2.04,1.14,7.5,17.0,1.16,11.83,30.0,1.39,3.9
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-29 18:00,Sp Braga,Guimaraes,0,0,0,0,D,20,11,6,2,6,6,14,16,2,5,0,0,,1.75,3.88,4.8,1.84,2.04,1.79,2.12,1.75,3.6,4.5,1.9,3.9,5.12,1.92,2.05
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-29 20:30,Portimonense,Pacos Ferreira,0,1,0,1,A,18,6,5,2,7,3,12,16,2,5,0,0,,2.15,3.3,3.76,2.42,1.6,1.98,1.93,2.25,3.1,3.4,2.38,3.2,3.76,2.69,1.6
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-08-29 20:30,Santa Clara,Gil Vicente,1,0,1,0,H,10,5,4,2,5,4,20,13,3,5,1,1,,2.71,3.04,2.99,2.49,1.57,1.76,2.17,2.45,3.0,3.0,2.82,3.33,3.21,2.61,1.65
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-09-11 15:30,Pacos Ferreira,Sp Braga,0,0,0,0,D,12,10,3,2,11,5,14,16,2,0,0,0,,4.41,3.63,1.9,2.21,1.72,2.07,1.85,4.5,3.5,1.8,4.75,3.73,1.9,2.18,1.87
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-09-11 18:00,Santa Clara,Benfica,0,5,0,1,A,11,8,5,5,7,2,20,20,2,1,0,0,,6.34,4.48,1.54,1.81,2.07,1.87,2.05,5.75,4.0,1.53,6.45,4.3,1.63,2.06,2.13
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-09-11 20:30,Sp Lisbon,Porto,1,1,1,0,D,9,5,5,1,5,4,19,21,6,6,0,1,,2.62,3.26,2.96,2.14,1.77,1.75,2.18,2.5,3.2,2.8,2.75,3.53,3.14,2.25,1.76
football-data.co.uk,P1,Ліга Португалії,ПОРТУГАЛІЯ,2021-2022,2021-09-12 15:30,Moreirense,Famalicao,2,2,1,1,D,7,15,3,8,6,4,14,10,2,3,0,0,,2.94,3.24,2.64,2.18,1.74,2.12,1.81,2.9,3.1,2.37,3.06,3.45,2.8,2.24,1.83
