source,league_code,league,country,season,time_utc,home_team,away_team,score_home,score_away,score_ht_home,score_ht_away,result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,referee,pinnacle_home,pinnacle_draw,pinnacle_away,pinnacle_over25,pinnacle_under25,pinnacle_ahh,pinnacle_aha,b365_home,b365_draw,b365_away,max_home,max_draw,max_away,max_over25,max_under25
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2024-2025,2024-08-23 19:30,M'gladbach,Leverkusen,2,3,0,2,A,14,25,7,9,2,4,11,7,1,0,0,0,,5.33,4.58,1.6,1.5,2.71,1.87,2.06,4.75,4.5,1.62,5.6,4.62,1.67,1.48,2.9
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2024-2025,2024-08-24 14:30,Augsburg,Werder Bremen,2,2,2,1,D,10,12,3,6,4,2,11,10,3,1,0,0,,2.32,3.55,3.11,1.74,2.18,1.88,2.04,2.45,3.6,2.7,2.57,3.69,3.16,1.75,2.3
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2024-2025,2024-08-24 14:30,Freiburg,Stuttgart,3,1,1,1,H,15,9,4,2,6,3,7,10,2,1,0,0,,3.5,3.7,2.09,1.71,2.23,1.95,1.97,3.7,3.8,1.91,3.95,3.99,2.11,1.61,2.62
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2024-2025,2024-08-24 14:30,Hoffenheim,Holstein Kiel,3,2,2,0,H,20,15,8,6,8,6,8,14,2,3,0,1,,1.64,4.38,5.07,1.55,2.56,1.99,1.93,1.62,4.75,4.5,1.7,4.82,5.1,1.56,3.0
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2024-2025,2024-08-24 14:30,Mainz,Union Berlin,1,1,0,0,D,15,15,3,4,8,9,9,15,1,3,0,0,,2.08,3.24,4.1,2.27,1.68,2.11,1.83,2.05,3.3,3.75,2.15,3.5,3.99,2.27,1.87
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2024-2025,2024-08-24 14:30,RB Leipzig,Bochum,1,0,0,0,H,12,10,3,4,9,3,9,17,1,3,1,0,,1.25,6.71,10.65,1.35,3.26,1.99,1.92,1.22,7.5,11.0,1.25,7.58,13.0,1.37,3.56
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2024-2025,2024-08-24 17:30,Dortmund,Ein Frankfurt,2,0,0,0,H,17,7,5,2,7,7,6,3,0,1,0,0,,1.71,4.4,4.48,1.48,2.73,1.93,1.99,1.7,4.0,4.5,1.81,4.35,4.82,1.52,2.81
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2024-2025,2024-08-25 14:30,Wolfsburg,Bayern Munich,2,3,0,1,A,11,14,2,8,1,7,13,11,2,3,0,0,,6.33,5.0,1.47,1.46,2.81,1.94,1.98,6.0,4.75,1.45,7.0,4.92,1.54,1.53,2.95
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2024-2025,2024-08-25 16:30,St Pauli,Heidenheim,0,2,0,0,A,11,6,3,3,4,2,10,15,2,3,0,0,,2.13,3.5,3.59,1.87,2.02,2.03,1.9,1.95,3.5,3.75,2.05,3.62,4.06,2.05,2.0
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2024-2025,2024-08-30 19:30,Union Berlin,St Pauli,1,0,1,0,H,10,8,5,2,5,4,10,11,3,1,0,0,,1.96,3.5,4.29,2.03,1.88,1.96,1.96,1.95,3.4,4.2,2.04,3.51,4.43,2.21,1.89
