source,league_code,league,country,season,time_utc,home_team,away_team,score_home,score_away,score_ht_home,score_ht_away,result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,referee,pinnacle_home,pinnacle_draw,pinnacle_away,pinnacle_over25,pinnacle_under25,pinnacle_ahh,pinnacle_aha,b365_home,b365_draw,b365_away,max_home,max_draw,max_away,max_over25,max_under25
football-data.co.uk,P2,Ліга Португалії 2,ПОРТУГАЛІЯ,2022-2023,2022-08-12 20:00,Levante,Huesca,0,0,0,0,D,16,9,2,2,10,2,19,9,3,1,0,0,,1.6,4.03,6.38,2.0,1.88,2.02,1.88,1.57,3.75,6.5,1.63,4.06,6.5,2.0,1.96
football-data.co.uk,P2,Ліга Португалії 2,ПОРТУГАЛІЯ,2022-2023,2022-08-13 16:00,Eibar,Tenerife,2,1,0,0,H,12,6,3,1,6,4,15,6,4,2,0,0,,2.17,3.03,4.23,2.66,1.52,1.83,2.08,2.15,2.9,4.0,2.26,3.16,4.26,2.81,1.5
football-data.co.uk,P2,Ліга Португалії 2,ПОРТУГАЛІЯ,2022-2023,2022-08-13 18:00,Mirandes,Sp Gijon,1,1,1,1,D,15,8,2,4,3,2,16,5,1,2,0,0,,2.68,3.34,2.82,2.13,1.77,2.15,1.79,2.87,3.3,2.45,3.11,3.37,2.59,2.26,1.76
football-data.co.uk,P2,Ліга Португалії 2,ПОРТУГАЛІЯ,2022-2023,2022-08-13 20:00,Leganes,Alaves,1,2,0,1,A,15,9,2,3,3,3,11,14,3,3,0,0,,2.81,3.15,2.83,2.39,1.63,2.11,1.82,2.4,3.0,3.2,2.6,3.08,3.34,2.74,1.53
football-data.co.uk,P2,Ліга Португалії 2,ПОРТУГАЛІЯ,2022-2023,2022-08-13 22:00,Las Palmas,Zaragoza,0,0,0,0,D,12,8,5,3,4,2,11,20,5,3,0,0,,1.99,3.43,4.27,2.28,1.68,2.14,1.78,2.1,3.3,3.75,2.13,3.47,4.2,2.28,1.74
football-data.co.uk,P2,Ліга Португалії 2,ПОРТУГАЛІЯ,2022-2023,2022-08-14 16:30,Santander,Villarreal B,0,2,0,0,A,8,10,5,5,1,3,21,18,1,2,0,0,,2.16,3.1,3.96,2.57,1.53,1.91,1.99,2.2,3.3,3.4,2.28,3.35,3.57,2.41,1.68
football-data.co.uk,P2,Ліга Португалії 2,ПОРТУГАЛІЯ,2022-2023,2022-08-14 18:30,Ibiza,Granada,0,2,0,0,A,11,10,0,3,3,1,8,13,1,2,0,0,,3.27,3.13,2.42,2.11,1.76,1.78,2.17,3.0,3.2,2.45,3.2,3.3,2.57,2.32,1.77
football-data.co.uk,P2,Ліга Португалії 2,ПОРТУГАЛІЯ,2022-2023,2022-08-14 21:00,Burgos,Malaga,1,0,0,0,H,8,11,1,3,4,5,12,15,2,1,0,0,,2.67,2.94,3.1,2.66,1.5,2.15,1.79,2.5,3.0,3.1,2.6,3.0,3.37,3.17,1.42
football-data.co.uk,P2,Ліга Португалії 2,ПОРТУГАЛІЯ,2022-2023,2022-08-15 16:30,Oviedo,Andorra,0,1,0,0,A,10,7,3,4,5,3,13,11,1,1,1,0,,1.68,3.61,5.85,2.23,1.68,2.09,1.83,1.7,3.4,5.5,1.81,3.65,5.8,2.49,1.64
football-data.co.uk,P2,Ліга Португалії 2,ПОРТУГАЛІЯ,2022-2023,2022-08-15 18:30,Lugo,Albacete,1,2,1,1,A,7,19,3,5,2,11,14,7,4,3,0,0,,2.29,3.07,3.62,2.41,1.59,1.9,2.0,2.25,3.0,3.6,2.35,3.16,3.91,2.56,1.61
