source,league_code,league,country,season,time_utc,home_team,away_team,score_home,score_away,score_ht_home,score_ht_away,result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,referee,pinnacle_home,pinnacle_draw,pinnacle_away,pinnacle_over25,pinnacle_under25,pinnacle_ahh,pinnacle_aha,b365_home,b365_draw,b365_away,max_home,max_draw,max_away,max_over25,max_under25
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2021-2022,2021-08-13 19:30,M'gladbach,Bayern Munich,1,1,1,1,D,11,20,5,10,3,8,7,4,2,0,0,0,,4.73,4.39,1.71,1.42,3.01,1.99,1.93,4.33,4.5,1.65,4.84,4.62,1.77,1.43,3.26
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2021-2022,2021-08-14 14:30,Augsburg,Hoffenheim,0,4,0,1,A,7,15,0,8,6,5,8,9,1,2,0,0,,3.2,3.83,2.23,1.64,2.38,1.98,1.94,3.3,3.75,2.05,3.68,3.85,2.3,1.69,2.5
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2021-2022,2021-08-14 14:30,Bielefeld,Freiburg,0,0,0,0,D,10,14,4,6,4,9,13,10,3,4,0,0,,3.04,3.33,2.54,2.07,1.85,1.79,2.16,2.87,3.4,2.4,3.13,3.49,2.6,2.38,1.77
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2021-2022,2021-08-14 14:30,Stuttgart,Greuther Furth,5,1,2,0,H,30,8,15,4,9,2,11,8,0,1,0,0,,1.9,3.93,4.13,1.65,2.37,2.09,1.83,1.75,4.0,4.2,1.9,4.11,4.7,1.79,2.4
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2021-2022,2021-08-14 14:30,Union Berlin,Leverkusen,1,1,1,1,D,8,16,5,4,1,6,13,5,0,1,0,0,,2.83,3.44,2.65,1.91,2.0,1.92,2.01,2.55,3.4,2.7,2.82,3.48,2.9,2.23,1.9
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2021-2022,2021-08-14 14:30,Wolfsburg,Bochum,1,0,1,0,H,21,7,9,1,5,2,9,7,0,2,0,1,,1.59,4.41,5.92,1.62,2.43,2.01,1.92,1.4,5.0,7.0,1.55,5.13,7.8,1.68,2.5
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2021-2022,2021-08-14 17:30,Dortmund,Ein Frankfurt,5,2,3,1,H,12,12,7,3,7,3,5,14,0,0,0,0,,1.45,5.24,6.8,1.37,3.29,1.96,1.96,1.45,5.0,5.75,1.53,5.4,6.61,1.42,3.48
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2021-2022,2021-08-15 14:30,Mainz,RB Leipzig,1,0,1,0,H,7,15,2,2,5,11,10,8,1,2,0,0,,8.09,5.66,1.38,1.56,2.56,1.96,1.96,7.5,4.75,1.4,8.28,5.05,1.46,1.72,2.4
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2021-2022,2021-08-15 16:30,FC Koln,Hertha,3,1,1,1,H,15,11,5,5,4,5,18,14,4,2,0,0,,2.62,3.41,2.88,1.98,1.93,2.06,1.88,2.37,3.5,2.9,2.44,3.57,3.25,2.05,1.93
football-data.co.uk,D1,Бундесліга,НІМЕЧЧИНА,2021-2022,2021-08-20 19:30,RB Leipzig,Stuttgart,4,0,1,0,H,26,11,11,5,6,2,10,11,0,3,0,0,,1.43,5.07,7.61,1.55,2.6,1.79,2.14,1.45,4.75,6.0,1.56,4.95,6.75,1.56,2.69
