source,league_code,league,country,season,time_utc,home_team,away_team,score_home,score_away,score_ht_home,score_ht_away,result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,referee,pinnacle_home,pinnacle_draw,pinnacle_away,pinnacle_over25,pinnacle_under25,pinnacle_ahh,pinnacle_aha,b365_home,b365_draw,b365_away,max_home,max_draw,max_away,max_over25,max_under25
football-data.co.uk,SP1,Ла Ліга,ІСПАНІЯ,2021-2022,2021-08-13 20:00,Valencia,Getafe,1,0,1,0,H,4,22,2,4,1,9,24,15,6,3,1,1,,2.7,3.03,3.11,2.75,1.5,2.07,1.86,2.37,3.0,3.3,2.57,3.1,3.58,2.84,1.51
football-data.co.uk,SP1,Ла Ліга,ІСПАНІЯ,2021-2022,2021-08-14 18:30,Cadiz,Levante,1,1,0,1,D,7,12,2,3,2,4,10,16,1,5,0,0,,2.86,3.28,2.73,2.17,1.76,1.9,2.02,3.3,3.25,2.2,3.45,3.36,2.6,2.38,1.71
football-data.co.uk,SP1,Ла Ліга,ІСПАНІЯ,2021-2022,2021-08-14 18:30,Mallorca,Betis,1,1,1,0,D,6,10,2,1,4,3,12,18,1,3,0,0,,3.51,3.35,2.28,2.08,1.84,1.82,2.13,2.45,3.1,3.1,3.3,3.18,3.15,2.53,1.75
football-data.co.uk,SP1,Ла Ліга,ІСПАНІЯ,2021-2022,2021-08-14 21:00,Alaves,Real Madrid,1,4,0,0,A,11,19,4,7,0,4,14,10,1,2,0,0,,7.48,4.64,1.48,1.82,2.08,1.89,2.04,6.0,4.2,1.57,6.52,4.5,1.65,1.96,2.12
football-data.co.uk,SP1,Ла Ліга,ІСПАНІЯ,2021-2022,2021-08-14 21:00,Osasuna,Espanol,0,0,0,0,D,14,10,1,3,4,6,18,12,3,3,0,0,,2.34,3.35,3.37,2.42,1.63,1.87,2.07,2.55,3.2,2.87,2.75,3.27,3.08,2.47,1.65
football-data.co.uk,SP1,Ла Ліга,ІСПАНІЯ,2021-2022,2021-08-15 16:30,Celta,Ath Madrid,1,2,0,1,A,10,13,2,4,2,5,11,9,4,5,1,1,,4.41,3.25,2.05,2.32,1.67,2.04,1.89,3.5,3.25,2.15,3.94,3.4,2.27,2.39,1.71
football-data.co.uk,SP1,Ла Ліга,ІСПАНІЯ,2021-2022,2021-08-15 19:00,Barcelona,Sociedad,4,2,2,0,H,13,11,8,3,5,3,11,18,2,4,0,0,,1.75,4.2,4.62,1.61,2.46,1.88,2.04,1.65,3.8,5.0,1.74,4.31,5.64,1.78,2.3
football-data.co.uk,SP1,Ла Ліга,ІСПАНІЯ,2021-2022,2021-08-15 21:15,Sevilla,Vallecano,3,0,1,0,H,21,4,8,3,4,0,14,7,1,0,0,1,,1.44,4.68,8.37,1.98,1.92,2.12,1.82,1.36,4.75,10.0,1.5,4.81,11.0,2.21,1.84
football-data.co.uk,SP1,Ла Ліга,ІСПАНІЯ,2021-2022,2021-08-16 19:00,Villarreal,Granada,0,0,0,0,D,14,6,4,1,6,2,19,21,5,1,1,0,,1.56,4.35,6.51,1.87,2.04,1.9,2.03,1.53,4.33,5.75,1.59,4.5,7.22,1.96,2.02
football-data.co.uk,SP1,Ла Ліга,ІСПАНІЯ,2021-2022,2021-08-16 21:00,Elche,Ath Bilbao,0,0,0,0,D,8,9,2,3,6,8,13,19,2,2,0,0,,3.93,3.36,2.13,2.42,1.63,2.02,1.9,3.6,3.1,2.2,3.96,3.2,2.31,2.79,1.56
